C.D.S.  -  SIMBAD4 rel 1.8  -  2024.02.16CET12:23:02

coord 194.87996 27.96504 (FK5, 2000, 2000), radius: 30 arcmin
-------------------------------------------------------------

Number of objects : 3634

 #  |dist(asec)|             identifier              |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |  Mag B  |         morph. type         |       ang. size       
----|----------|-------------------------------------|---|---------------------------------------|------------|---------|-----------------------------|-----------------------
170 |    189.60|[EDG2007] 99                         |*  |12 59 44.86 +27 56 58.1                |~           |16.213   |~ ~ ~                        |    ~     ~            
171 |    190.15|[EDG2007] 223                        |*  |12 59 41.3953910592 +28 00 07.875188640|~           |17.316   |~ ~ ~                        |    ~     ~            
172 |    190.23|SDSS J125945.39+275829.1             |G  |12 59 45.3 +27 58 29                   |~           |     ~   |~ ~ ~                        |    ~     ~            
173 |    191.46|[CTM2010] 196790                     |G  |12 59 44.9144 +27 58 54.128            |0.02418     |     ~   |~ ~ ~                        |    ~     ~            
174 |    192.73|[ANM98] +2.95+1.33                   |GiC|12 59 28.4 +27 54 45                   |0.6773      |     ~   |~ ~ ~                        |    ~     ~            
175 |    192.74|[EDG2007] 507                        |*  |12 59 29.9044762512 +27 54 42.162707196|~           |18.569   |~ ~ ~                        |    ~     ~            
176 |    193.42|SDSS J125923.41+275510.4             |GiC|12 59 23.4135989592 +27 55 10.460997300|0.02311     |18.699   |E... D 2008A&A...490..923M   |    ~     ~            
177 |    194.20|[EDG2007] 494                        |*  |12 59 17.5852518288 +27 56 41.890085412|~           |21.468   |~ ~ ~                        |    ~     ~            
178 |    194.56|GMP 3532                             |G  |12 59 21.3 +28 00 18                   |1.0464      |     ~   |~ ~ ~                        |    ~     ~            
179 |    195.00|[EDG2007] 581                        |*  |12 59 45.89 +27 57 44.4                |~           |22.545   |~ ~ ~                        |    ~     ~            
180 |    196.39|SDSS J125943.98+275615.0             |G  |12 59 43.986 +27 56 15.06              |0.02440     |     ~   |dE D 2010ApJ...723..251C     |    ~     ~            
181 |    196.46|[CTM2010] 195506                     |G  |12 59 42.93 +27 59 54.2                |0.02834     |     ~   |dE D 2010ApJ...723..251C     |    ~     ~            
182 |    197.43|LEDA 44656                           |G  |12 59 43.7289109656 +27 59 40.858551456|0.02225     |16.384   |E0 D 2008A&A...490..923M     | 0.24  0.23            
183 |    198.41|SDSS J125928.50+280109.3             |AG?|12 59 28.503 +28 01 09.34              |0.0200      |19.32    |dE... D 2008A&A...490..923M  |    ~     ~            
184 |    199.04|[TKK2018] 4486                       |GrG|12 59 45.00 +27 59 12.6                |0.01593     |     ~   |~ ~ ~                        |    ~     ~            
185 |    201.27|ECO 1224                             |G  |12 59 30.257 +28 01 15.04              |0.0240      |19.182   |dGs... D 2008A&A...490..923M |    ~     ~            
186 |    201.36|SDSS J125937.99+280054.1             |G  |12 59 37.996 +28 00 54.19              |~           |     ~   |~ ~ ~                        |    ~     ~            
187 |    201.81|[CTM2010] 132151                     |G  |12 59 26.0 +28 01 04                   |0.0183      |     ~   |ImV D 2010ApJ...723..251C    |    ~     ~            
188 |    202.21|CAIRNS J125916.00+275814.0           |GiC|12 59 16.00 +27 58 14.0                |0.27350     |     ~   |~ ~ ~                        |    ~     ~            
189 |    202.99|CAIRNS J125916.68+275856.9           |GiC|12 59 16.62 +27 58 57.0                |0.02400     |20.396   |~ ~ ~                        |    ~     ~            
190 |    203.24|[EDG2007] 723                        |*  |12 59 17.7326831856 +27 56 16.621489716|~           |20.91    |~ ~ ~                        |    ~     ~            
191 |    204.06|[ASD2005] 4                          |GiC|12 59 38.412 +28 00 54.40              |~           |     ~   |~ ~ ~                        |    ~     ~            
192 |    204.15|GMP 3389                             |G  |12 59 31.2 +27 54 30                   |~           |     ~   |~ ~ ~                        |    ~     ~            
193 |    204.78|[EDG2007] 600                        |G  |12 59 17.02 +27 59 16.0                |~           |21.179   |~ ~ ~                        |    ~     ~            
194 |    206.45|SN 1985K                             |SN*|12 59 16.68 +27 59 09.5                |~           |17.7     |~ ~ ~                        |    ~     ~            
195 |    206.72|Z 160-233                            |G  |12 59 42.3031814928 +27 55 29.073263772|0.02304     |16.553   |S0 D 2008A&A...490..923M     |0.203 0.159            
196 |    207.30|Ton 684                              |*  |12 59 15.8928523080 +27 57 10.583293068|~           |16.54    |~ ~ ~                        |    ~     ~            
197 |    207.67|LEDA 126788                          |G  |12 59 37.0110665016 +28 01 06.974523876|0.0240      |18.99    |E... D 2008A&A...490..923M   |    ~     ~            
198 |    208.92|[CTM2010] 120985                     |G  |12 59 36.1882 +28 01 12.299            |0.02528     |     ~   |~ ~ ~                        |    ~     ~            
199 |    208.98|IC 3998                              |G  |12 59 46.7810952336 +27 58 25.887811872|0.03142     |15.909   |SB0 D 2014MNRAS.439.1749L    |0.417 0.292            
200 |    210.00|[EDG2007] 725                        |G  |12 59 34.05 +27 54 27.6                |0.6330      |22.038   |~ ~ ~                        |    ~     ~            
201 |    210.83|[HVH2010] Comai J125928.566+280121.99|LSB|12 59 28.6 +28 01 22                   |~           |     ~   |~ ~ ~                        |0.277 0.277            
202 |    211.45|[EDG2007] 83                         |*  |12 59 22.6781851800 +27 54 55.290645756|~           |15.675   |~ ~ ~                        |    ~     ~            
203 |    211.57|GMP 3583                             |G  |12 59 18.1 +27 55 53                   |0.0021      |     ~   |~ ~ ~                        |    ~     ~            
204 |    211.69|CAIRNS J125934.26+275426.4           |GiC|12 59 34.26 +27 54 26.4                |0.0227      |     ~   |~ ~ ~                        |    ~     ~            
205 |    212.15|NGC 4867                             |GiG|12 59 15.2505719952 +27 58 14.616353712|0.01608     |15.5     |E5 D 2008A&A...490..923M     |0.377 0.264            
206 |    212.49|2MASX J12591623+2759107              |GiC|12 59 16.2298495824 +27 59 10.811238072|0.15840     |19.24    |SBb D 2008A&A...490..923M    |0.133 0.133            
207 |    212.93|[APS2006] 30341                      |GiC|12 59 33.662 +27 54 23.75              |0.0236      |23.24    |~ ~ ~                        |    ~     ~            
208 |    214.06|GMP 3377                             |G  |12 59 31.9 +28 01 28                   |~           |     ~   |~ ~ ~                        |    ~     ~            
209 |    214.10|[EDG2007] 254                        |G  |12 59 15.03 +27 57 55.7                |~           |19.307   |~ ~ ~                        |    ~     ~            
210 |    215.69|[EDG2007] 586                        |*  |12 59 31.95 +28 01 29.6                |~           |     ~   |~ ~ ~                        |    ~     ~            
211 |    217.20|[ANM98] +4.15+1.35                   |GiC|12 59 23.0 +27 54 46                   |0.8765      |     ~   |~ ~ ~                        |    ~     ~            
212 |    218.61|NGC 4869                             |rG |12 59 23.3588349024 +27 54 41.731884360|0.022879    |14.9     |SB0 D 2008A&A...490..923M    |0.527 0.453            
213 |    218.82|[EDG2007] 535                        |*  |12 59 25.89 +28 01 21.4                |~           |23.531   |~ ~ ~                        |    ~     ~            
214 |    219.13|GMP 3336                             |GiC|12 59 35.33 +27 54 22.0                |0.0379      |     ~   |S0 D 2008A&A...490..923M     |    ~     ~            
215 |    219.70|[HVH2010] Comai J125935.295+280126.99|G  |12 59 35.2944 +28 01 27.012            |~           |     ~   |~ ~ ~                        |    ~     ~            
216 |    219.85|[EDG2007] 588                        |G  |12 59 29.13 +28 01 32.3                |0.1835      |21.23    |E D 2010ApJ...723..251C      |    ~     ~            
217 |    219.95|[HVH2010] Comai J125926.648+280125.25|G  |12 59 26.6 +28 01 26                   |~           |     ~   |~ ~ ~                        |    ~     ~            
218 |    220.68|[CG99] SA1656-19                     |GrG|12 59 23.0 +27 54 42                   |0.022642    |19.17    |~ ~ ~                        |    ~     ~            
219 |    220.91|CAIRNS J125935.95+275421.4           |GiC|12 59 35.89 +27 54 22.2                |0.03020     |19.184   |~ ~ ~                        |    ~     ~            
220 |    222.96|[EDG2007] 470                        |*  |12 59 44.9732521704 +27 55 46.276727232|~           |21.176   |~ ~ ~                        |    ~     ~            
221 |    223.37|[AGO2007] 215                        |PN?|12 59 43.51 +27 55 21.7                |~           |     ~   |~ ~ ~                        |    ~     ~            
222 |    223.59|[CTM2010] 121666                     |G  |12 59 39.1623 +28 01 11.232            |0.02531     |     ~   |~ ~ ~                        |    ~     ~            
223 |    224.39|[EDG2007] 329                        |*  |12 59 19.99 +28 00 42.5                |~           |19.498   |~ ~ ~                        |    ~     ~            
224 |    224.41|[AGO2007] 211                        |PN?|12 59 46.50 +27 56 18.2                |~           |     ~   |~ ~ ~                        |    ~     ~            
225 |    225.91|[CTM2010] 1039346                    |*  |12 59 48.0212 +27 57 18.048            |0.00001     |     ~   |~ ~ ~                        |    ~     ~            
226 |    226.03|NGC 4875                             |GiC|12 59 37.9093929384 +27 54 26.400242232|0.02671     |15.92    |SB0 D 2014MNRAS.439.1749L    |0.330 0.251            
227 |    226.21|SDSS J125944.77+275537.1             |LSB|12 59 44.776 +27 55 37.17              |~           |20.73    |~ ~ ~                        |0.397 0.397            
228 |    226.64|SDSS J125921.57+280101.6             |AG?|12 59 21.575 +28 01 01.62              |0.0222      |     ~   |~ ~ ~                        |    ~     ~            
229 |    227.45|[CTM2010] 180960                     |*  |12 59 47.9993 +27 58 40.418            |0.00033     |     ~   |~ ~ ~                        |    ~     ~            
230 |    227.89|GMP 3649                             |G  |12 59 14.0 +27 57 46                   |~           |     ~   |~ ~ ~                        |    ~     ~            
231 |    228.19|[AGO2007] 201                        |PN?|12 59 35.22 +27 54 12.3                |~           |     ~   |~ ~ ~                        |    ~     ~            
232 |    228.45|GMP 3541                             |G  |12 59 20.902 +28 00 57.50              |0.0227      |     ~   |~ ~ ~                        |    ~     ~            
233 |    228.85|[LO95] 1256+281                      |rG |12 59 21.66 +27 54 43.3                |0.0226      |     ~   |~ ~ ~                        |    ~     ~            
234 |    228.91|2XMM J125922.2+275438                |X  |12 59 22.26 +27 54 38.2                |~           |     ~   |~ ~ ~                        |    ~     ~            
235 |    229.78|[CTM2010] 1038942                    |G  |12 59 48.0601 +27 57 00.902            |0.0218      |     ~   |~ ~ ~                        |    ~     ~            
236 |    229.89|LEDA 126781                          |G  |12 59 46.933 +27 59 30.88              |0.02806     |18.62    |E D 2007ApJS..169..225E      |    ~     ~            
237 |    232.00|CAIRNS J125945.30+275536.8           |GiC|12 59 45.30 +27 55 36.8                |0.2415      |     ~   |~ ~ ~                        |    ~     ~            
238 |    232.52|[CTM2010] 122743                     |G  |12 59 42.27 +28 00 54.5                |0.02646     |21.98    |E D 2010ApJ...723..251C      |    ~     ~            
239 |    232.95|[LVO2003] J125945.4+275537           |X  |12 59 45.4 +27 55 37                   |~           |     ~   |~ ~ ~                        |    ~     ~            
240 |    234.56|CAIRNS J125946.79+275603.3           |GiC|12 59 46.79 +27 56 03.3                |0.1760      |     ~   |~ ~ ~                        |    ~     ~            
241 |    234.78|[EDG2007] 712                        |*  |12 59 31.5136485192 +27 53 59.402943312|~           |21.532   |~ ~ ~                        |    ~     ~            
242 |    234.86|GMP 3642                             |G  |12 59 14.7 +27 56 28                   |0.0076      |     ~   |~ ~ ~                        |    ~     ~            
243 |    235.64|[EDG2007] 648                        |G  |12 59 30.05 +28 01 49.3                |~           |21.477   |~ ~ ~                        |    ~     ~            
244 |    236.11|[ZEH2003] RX J1259.7+2756 4          |G  |12 59 48.8 +27 57 18                   |~           |19.0     |~ ~ ~                        |    ~     ~            
245 |    236.13|CAIRNS J125915.61+275948.9           |GiC|12 59 15.61 +27 59 48.9                |0.040301    |     ~   |~ ~ ~                        |    ~     ~            
246 |    236.23|GMP 3451                             |G  |12 59 27.70 +28 01 45.8                |0.0260      |20.54    |~ ~ ~                        |    ~     ~            
247 |    236.24|GMP 3322                             |G  |12 59 35.9 +28 01 42                   |~           |     ~   |~ ~ ~                        |    ~     ~            
248 |    236.87|[CTM2010] 123628                     |?  |12 59 45.2783 +28 00 20.022            |~           |     ~   |~ ~ ~                        |    ~     ~            
249 |    236.93|H-ATLAS J125948.8+275717             |G  |12 59 48.849 +27 57 16.80              |2.08        |     ~   |~ ~ ~                        |    ~     ~            
250 |    237.58|SDSS J125941.47+275439.5             |G  |12 59 41.477 +27 54 39.56              |~           |     ~   |~ ~ ~                        |    ~     ~            
251 |    238.04|[OR76] 1256+282                      |Rad|12 59 21.68 +27 54 32.2                |~           |     ~   |~ ~ ~                        |    ~     ~            
252 |    238.19|[EDG2007] 449                        |G  |12 59 48.87 +27 57 11.0                |~           |20.677   |~ ~ ~                        |    ~     ~            
253 |    238.78|WSTB 74W15                           |Rad|12 59 20.7 +27 54 40                   |~           |     ~   |~ ~ ~                        |    ~     ~            
254 |    238.88|[UBM96] 9                            |G  |12 59 41.9 +27 54 42                   |~           |     ~   |~ ~ ~                        |    ~     ~            
255 |    238.95|SDSS J125948.57+275857.7             |AG?|12 59 48.577 +27 58 57.70              |0.0180      |18.83    |dE D 2007ApJS..169..225E     |    ~     ~            
256 |    239.13|[EDG2007] 34                         |G  |12 59 13.38 +27 58 33.1                |0.0228      |15.27    |E D 2007ApJS..169..225E      |    ~     ~            
257 |    239.23|[CG99] SA1656-7                      |G  |12 59 49.043 +27 57 18.37              |~           |20.43    |~ ~ ~                        |    ~     ~            
